budget,revenue,popularity,runtime,vote_average,title,genres
37810847,95828405,20.85474481,127,4.558766497,Movie 154,"[{'id': 28, 'name': 'Action'}]"
35428803,27361517,22.4064739,96,4.527970119,Movie 155,"[{'id': 35, 'name': 'Comedy'}]"
140871965,122907921,69.42996913,86,8.989170327,Movie 156,"[{'id': 53, 'name': 'Thriller'}]"
62553124,113631471,60.70091595,92,4.127555747,Movie 157,"[{'id': 878, 'name': 'Science Fiction'}]"
181033766,201884175,62.28016491,145,3.888358557,Movie 158,"[{'id': 16, 'name': 'Animation'}]"
152968492,258782715,94.13655667,83,3.592111367,Movie 159,"[{'id': 16, 'name': 'Animation'}]"
172116174,255749713,77.81524175,89,6.478832071,Movie 160,"[{'id': 18, 'name': 'Drama'}]"
24841962,46542300,13.66575553,167,6.767182956,Movie 161,"[{'id': 12, 'name': 'Adventure'}]"
67834972,160578219,35.40320116,96,5.191367558,Movie 162,"[{'id': 18, 'name': 'Drama'}]"
178374243,408249993,44.10397097,131,6.212480013,Movie 163,"[{'id': 10749, 'name': 'Romance'}]"
23993420,43262183,40.20019729,85,7.730397186,Movie 164,"[{'id': 878, 'name': 'Science Fiction'}]"
63190751,161514519,67.26155231,162,7.90862501,Movie 165,"[{'id': 878, 'name': 'Science Fiction'}]"
157188486,247910642,89.29741722,148,8.747472454,Movie 166,"[{'id': 16, 'name': 'Animation'}]"
171731194,470850136,31.29909489,175,7.945607916,Movie 167,"[{'id': 53, 'name': 'Thriller'}]"
32288562,21898124,55.63583651,153,6.38904862,Movie 168,[]
156569237,451960599,79.15153277,88,4.077941795,Movie 169,"[{'id': 35, 'name': 'Comedy'}]"
24484187,52316163,42.20558783,170,3.598581346,Movie 170,"[{'id': 27, 'name': 'Horror'}]"
196995197,285679730,17.64369471,156,3.327071339,Movie 171,"[{'id': 12, 'name': 'Adventure'}]"
37093880,36829968,48.02014556,162,6.999154991,Movie 172,"[{'id': 16, 'name': 'Animation'}]"
185658932,315241082,6.467029554,100,7.845217532,Movie 173,"[{'id': 18, 'name': 'Drama'}]"
82752859,81627073,94.29596195,103,6.052103704,Movie 174,"[{'id': 53, 'name': 'Thriller'}]"
133888171,122618672,8.407299314,83,3.328285049,Movie 175,"[{'id': 18, 'name': 'Drama'}]"
179283859,366344943,44.40721481,103,6.212823448,Movie 176,"[{'id': 53, 'name': 'Thriller'}]"
76415325,138136885,53.45824485,138,8.614495569,Movie 177,[]
36563453,79534288,98.5450794,178,6.585679146,Movie 178,"[{'id': 12, 'name': 'Adventure'}]"
169973642,480008062,17.43616054,82,7.856564931,Movie 179,[]
51873983,94963134,12.32872034,147,7.80091589,Movie 180,"[{'id': 53, 'name': 'Thriller'}]"
91586459,178807003,1.861908559,119,8.592774599,Movie 181,"[{'id': 53, 'name': 'Thriller'}]"
189110296,136928306,16.40157225,127,7.621372594,Movie 182,"[{'id': 16, 'name': 'Animation'}]"
24637222,56519991,21.52002493,133,7.486203084,Movie 183,"[{'id': 10749, 'name': 'Romance'}]"
137702141,206520578,63.42751322,114,4.40461599,Movie 184,"[{'id': 18, 'name': 'Drama'}]"
96057280,282582564,22.75097225,174,3.359550932,Movie 185,"[{'id': 27, 'name': 'Horror'}]"
174667704,446788640,3.031560658,135,6.10559679,Movie 186,"[{'id': 53, 'name': 'Thriller'}]"
98453338,177826675,82.8352162,168,3.746605248,Movie 187,"[{'id': 12, 'name': 'Adventure'}]"
3235000,2614063,37.1939744,119,8.773175258,Movie 188,"[{'id': 53, 'name': 'Thriller'}]"
24685747,65381175,36.01597197,156,4.739548576,Movie 189,"[{'id': 28, 'name': 'Action'}]"
173094412,432641302,30.94542389,147,8.11766522,Movie 190,"[{'id': 16, 'name': 'Animation'}]"
30859174,29669948,97.56195444,125,5.325747751,Movie 191,"[{'id': 878, 'name': 'Science Fiction'}]"
171320581,212128410,17.84142631,157,4.939165499,Movie 192,"[{'id': 28, 'name': 'Action'}]"
47159303,117120984,89.92556833,92,8.610951434,Movie 193,"[{'id': 28, 'name': 'Action'}]"
147412954,141969158,77.90352988,106,5.179935433,Movie 194,"[{'id': 27, 'name': 'Horror'}]"
183153864,511801718,8.571515594,85,5.341727452,Movie 195,"[{'id': 10749, 'name': 'Romance'}]"
149639396,233634766,98.68618105,96,3.636550678,Movie 196,[]
22200096,15930731,27.86523039,115,7.022679992,Movie 197,"[{'id': 878, 'name': 'Science Fiction'}]"
84375337,214260335,10.75970978,178,4.733036487,Movie 198,"[{'id': 28, 'name': 'Action'}]"
108868843,156093339,83.10210918,160,6.513625007,Movie 199,"[{'id': 878, 'name': 'Science Fiction'}]"
24234510,44015879,70.96087783,81,6.548110224,Movie 200,"[{'id': 27, 'name': 'Horror'}]"
186933626,145950458,62.10466178,156,7.315198174,Movie 201,"[{'id': 878, 'name': 'Science Fiction'}]"
46968757,23787798,16.44210551,131,7.471448917,Movie 202,"[{'id': 878, 'name': 'Science Fiction'}]"
135278815,283404114,48.37111551,145,6.086714606,Movie 203,"[{'id': 16, 'name': 'Animation'}]"
81705119,146083680,78.27504666,131,4.985951686,Movie 204,[]
67653416,134213987,31.05876988,171,8.024705369,Movie 205,"[{'id': 878, 'name': 'Science Fiction'}]"
124850419,310173340,31.85729302,122,4.859193896,Movie 206,"[{'id': 878, 'name': 'Science Fiction'}]"
11274621,23862902,1.310949699,169,6.045054567,Movie 207,[]
148240432,138891442,18.25009676,101,5.407515499,Movie 208,"[{'id': 878, 'name': 'Science Fiction'}]"
17816569,24977605,87.66515689,134,8.130470316,Movie 209,"[{'id': 16, 'name': 'Animation'}]"
108147827,298999299,44.73290267,146,5.591511187,Movie 210,"[{'id': 18, 'name': 'Drama'}]"
8654909,20986957,98.43921542,178,5.316595133,Movie 211,"[{'id': 53, 'name': 'Thriller'}]"
38814054,73420379,40.17508839,139,7.138942157,Movie 212,"[{'id': 16, 'name': 'Animation'}]"
107388866,122327999,71.80345902,137,6.614646659,Movie 213,"[{'id': 12, 'name': 'Adventure'}]"
100157604,125712942,28.90998525,91,3.643481001,Movie 214,"[{'id': 16, 'name': 'Animation'}]"
150638768,350972537,37.01715447,167,6.049012838,Movie 215,"[{'id': 35, 'name': 'Comedy'}]"
159428240,418967155,19.88187277,148,7.41287033,Movie 216,"[{'id': 35, 'name': 'Comedy'}]"
73073914,159196028,35.35917448,163,8.952448588,Movie 217,"[{'id': 18, 'name': 'Drama'}]"
168997441,426519956,55.17651452,118,6.774881004,Movie 218,"[{'id': 35, 'name': 'Comedy'}]"
12506305,30223241,99.18551522,92,5.221758399,Movie 219,"[{'id': 53, 'name': 'Thriller'}]"
155777819,136190303,66.75596959,120,4.356909599,Movie 220,"[{'id': 53, 'name': 'Thriller'}]"
142951830,222985132,20.72534949,136,8.236981405,Movie 221,"[{'id': 12, 'name': 'Adventure'}]"
124035620,109456411,5.451182718,132,7.887391273,Movie 222,"[{'id': 53, 'name': 'Thriller'}]"
140892447,153303516,13.50929165,91,4.403536925,Movie 223,"[{'id': 18, 'name': 'Drama'}]"
143875872,384601652,56.69296493,92,4.203792541,Movie 224,"[{'id': 53, 'name': 'Thriller'}]"
41163712,69246827,76.75087255,153,7.290820661,Movie 225,"[{'id': 10749, 'name': 'Romance'}]"
86447809,158925241,94.10150152,176,4.889712372,Movie 226,"[{'id': 53, 'name': 'Thriller'}]"
133863028,126649807,2.566494028,136,4.83839279,Movie 227,"[{'id': 16, 'name': 'Animation'}]"
45165849,57842975,52.75325401,119,3.913741482,Movie 228,"[{'id': 53, 'name': 'Thriller'}]"
130693942,140576419,47.61586827,159,4.583853118,Movie 229,"[{'id': 53, 'name': 'Thriller'}]"
79826934,81061490,65.94944718,124,5.565045346,Movie 230,"[{'id': 878, 'name': 'Science Fiction'}]"
50905866,106642799,56.39830659,114,7.397030024,Movie 231,"[{'id': 28, 'name': 'Action'}]"
175875390,200886562,69.01687591,82,5.017848566,Movie 232,"[{'id': 27, 'name': 'Horror'}]"
141877636,295110975,66.15017589,84,4.971626037,Movie 233,"[{'id': 10749, 'name': 'Romance'}]"
32378291,20920796,12.58416076,169,4.709479515,Movie 234,"[{'id': 28, 'name': 'Action'}]"
198238369,169381995,80.17207345,90,5.869702005,Movie 235,"[{'id': 53, 'name': 'Thriller'}]"
37634821,44648093,13.200025,150,4.083820188,Movie 236,"[{'id': 12, 'name': 'Adventure'}]"
103325205,205887590,70.1545319,135,5.913784404,Movie 237,"[{'id': 10749, 'name': 'Romance'}]"
154651082,338624490,42.1983914,89,7.225053337,Movie 238,"[{'id': 53, 'name': 'Thriller'}]"
17887294,28741168,51.87122272,113,3.178743024,Movie 239,"[{'id': 12, 'name': 'Adventure'}]"
120356143,194312259,90.42650342,146,3.058676282,Movie 240,"[{'id': 10749, 'name': 'Romance'}]"
98935968,228669924,89.09848892,151,3.450737461,Movie 241,"[{'id': 10749, 'name': 'Romance'}]"
111456008,60136393,81.96777426,110,6.21396037,Movie 242,"[{'id': 53, 'name': 'Thriller'}]"
36562619,49459171,51.50468967,154,8.126730499,Movie 243,"[{'id': 35, 'name': 'Comedy'}]"
36213498,92227364,73.8877412,150,3.029306796,Movie 244,"[{'id': 27, 'name': 'Horror'}]"
36703247,73701901,51.7768085,145,8.619967828,Movie 245,"[{'id': 27, 'name': 'Horror'}]"
176127900,236551716,87.09100217,149,3.637671069,Movie 246,"[{'id': 18, 'name': 'Drama'}]"
197962050,547129885,40.87480749,120,8.051901168,Movie 247,"[{'id': 53, 'name': 'Thriller'}]"
122946771,298952059,97.0532991,142,5.89712859,Movie 248,"[{'id': 18, 'name': 'Drama'}]"
58805563,68346096,93.29995306,111,6.956144324,Movie 249,"[{'id': 53, 'name': 'Thriller'}]"
141621731,299278524,74.41865933,99,6.064097907,Movie 250,"[{'id': 12, 'name': 'Adventure'}]"
72244178,143720893,28.66217253,136,5.862289351,Movie 251,"[{'id': 12, 'name': 'Adventure'}]"
102573977,154165588,14.03370529,177,8.00939657,Movie 252,"[{'id': 18, 'name': 'Drama'}]"
52939266,75035596,85.61564156,129,7.535318277,Movie 253,"[{'id': 878, 'name': 'Science Fiction'}]"
168485586,228955262,17.36492633,159,5.900413419,Movie 254,"[{'id': 878, 'name': 'Science Fiction'}]"
156331731,319368445,85.57181811,104,3.669815576,Movie 255,"[{'id': 10749, 'name': 'Romance'}]"
87641503,140754430,49.58573566,91,3.692417756,Movie 256,"[{'id': 18, 'name': 'Drama'}]"
145639686,375700549,41.2491216,150,7.809236764,Movie 257,"[{'id': 53, 'name': 'Thriller'}]"
13984808,30403064,90.4158871,118,6.176343728,Movie 258,"[{'id': 35, 'name': 'Comedy'}]"
15764960,10638652,60.78124727,96,5.889534841,Movie 259,"[{'id': 18, 'name': 'Drama'}]"
97946087,205727974,58.08478671,124,7.083401048,Movie 260,"[{'id': 10749, 'name': 'Romance'}]"
51402943,60545912,56.31782852,90,8.1530495,Movie 261,"[{'id': 878, 'name': 'Science Fiction'}]"
77241446,153094861,37.74578209,149,6.773238866,Movie 262,"[{'id': 878, 'name': 'Science Fiction'}]"
109276583,240444525,78.77866725,102,7.577087414,Movie 263,[]
54777024,58998852,26.02704596,170,7.591623145,Movie 264,"[{'id': 53, 'name': 'Thriller'}]"
123691547,203119654,93.95060104,149,5.137568693,Movie 265,[]
93649393,91384216,89.5045353,117,4.644499174,Movie 266,"[{'id': 27, 'name': 'Horror'}]"
179017694,112932809,34.41055224,81,7.806984403,Movie 267,"[{'id': 35, 'name': 'Comedy'}]"
11047453,15976727,73.21691321,165,5.263072751,Movie 268,"[{'id': 53, 'name': 'Thriller'}]"
36581225,51482977,57.74909625,163,8.420016039,Movie 269,[]
35109026,104930389,34.4272809,168,3.41814418,Movie 270,"[{'id': 10749, 'name': 'Romance'}]"
177308486,286509392,98.86364315,158,3.349305072,Movie 271,"[{'id': 878, 'name': 'Science Fiction'}]"
151255355,201763129,3.498497239,172,8.562024961,Movie 272,"[{'id': 16, 'name': 'Animation'}]"
21281689,41524565,26.01195703,151,6.890729485,Movie 273,"[{'id': 27, 'name': 'Horror'}]"
192849071,139221309,52.48733205,116,5.277596139,Movie 274,"[{'id': 53, 'name': 'Thriller'}]"
72450611,210408480,52.67334734,128,7.530362489,Movie 275,"[{'id': 53, 'name': 'Thriller'}]"
128348283,267914220,59.30437442,131,7.03396086,Movie 276,"[{'id': 878, 'name': 'Science Fiction'}]"
47510960,113413153,75.41594103,112,6.187206281,Movie 277,"[{'id': 28, 'name': 'Action'}]"
132437871,122663273,62.72430522,101,3.593240056,Movie 278,"[{'id': 27, 'name': 'Horror'}]"
